,date,vessel_type,source,destination,price
365511,2026-01-04,Handysize,Russia,Haldia,35.61
255783,2026-01-04,Handysize,Australia,Visakhapatnam,32.53
633735,2026-01-04,Panamax,USA,Sagar/Sandheads,58.22
115575,2026-01-04,Capesize,Mozambique,Paradip,15.85
761751,2026-01-04,Supramax,Mozambique,Sagar/Sandheads,31.29
609351,2026-01-04,Panamax,USA,Gangavaram,35.25
231399,2026-01-04,Handysize,Australia,Gopalpur,30.35
792231,2026-01-04,Supramax,Russia,Haldia,39.35
91191,2026-01-04,Capesize,Mozambique,Dhamra,14.64
146055,2026-01-04,Capesize,Russia,Gopalpur,19.43
164343,2026-01-04,Capesize,Russia,Sagar/Sandheads,23.44
335031,2026-01-04,Handysize,Mozambique,Sagar/Sandheads,28.41
645927,2026-01-04,Supramax,Australia,Dhamra,33.12
121671,2026-01-04,Capesize,Mozambique,Sagar/Sandheads,26.12
274071,2026-01-04,Handysize,Indonesia,Gopalpur,24.68
578871,2026-01-04,Panamax,Russia,Haldia,35.11
72903,2026-01-04,Capesize,Indonesia,Paradip,15.36
200919,2026-01-04,Capesize,USA,Paradip,18.27
780039,2026-01-04,Supramax,Russia,Gangavaram,37.99
560583,2026-01-04,Panamax,Russia,Dhamra,42.64
639831,2026-01-04,Panamax,USA,Visakhapatnam,26.49
30231,2026-01-04,Capesize,Australia,Paradip,21.01
176535,2026-01-04,Capesize,USA,Dhamra,22.62
188727,2026-01-04,Capesize,USA,Gopalpur,20.76
24135,2026-01-04,Capesize,Australia,Haldia,21.29
194823,2026-01-04,Capesize,USA,Haldia,27.41
731271,2026-01-04,Supramax,Mozambique,Dhamra,32.63
133863,2026-01-04,Capesize,Russia,Dhamra,26.79
261879,2026-01-04,Handysize,Indonesia,Dhamra,17.01
597159,2026-01-04,Panamax,Russia,Visakhapatnam,33.08
426471,2026-01-04,Handysize,USA,Visakhapatnam,26.38
688599,2026-01-04,Supramax,Indonesia,Dhamra,16.38
170439,2026-01-04,Capesize,Russia,Visakhapatnam,20.9
712983,2026-01-04,Supramax,Indonesia,Paradip,24.87
456951,2026-01-04,Panamax,Australia,Paradip,24.34
658119,2026-01-04,Supramax,Australia,Gopalpur,24.7
810519,2026-01-04,Supramax,Russia,Visakhapatnam,36.83
249687,2026-01-04,Handysize,Australia,Sagar/Sandheads,33.04
225303,2026-01-04,Handysize,Australia,Gangavaram,19.83
847095,2026-01-04,Supramax,USA,Sagar/Sandheads,31.95
152151,2026-01-04,Capesize,Russia,Haldia,23.51
749559,2026-01-04,Supramax,Mozambique,Haldia,39.59
395991,2026-01-04,Handysize,USA,Gangavaram,28.7
591063,2026-01-04,Panamax,Russia,Sagar/Sandheads,40.29
60711,2026-01-04,Capesize,Indonesia,Gopalpur,15.96
566679,2026-01-04,Panamax,Russia,Gangavaram,33.2
719079,2026-01-04,Supramax,Indonesia,Sagar/Sandheads,21.87
371607,2026-01-04,Handysize,Russia,Paradip,34.04
828807,2026-01-04,Supramax,USA,Gopalpur,26.72
213111,2026-01-04,Capesize,USA,Visakhapatnam,25.67
664215,2026-01-04,Supramax,Australia,Haldia,33.19
737367,2026-01-04,Supramax,Mozambique,Gangavaram,23.65
840999,2026-01-04,Supramax,USA,Paradip,38.43
237495,2026-01-04,Handysize,Australia,Haldia,25.44
66807,2026-01-04,Capesize,Indonesia,Haldia,25.54
280167,2026-01-04,Handysize,Indonesia,Haldia,26.78
432567,2026-01-04,Panamax,Australia,Dhamra,32.21
493527,2026-01-04,Panamax,Indonesia,Haldia,32.23
353319,2026-01-04,Handysize,Russia,Gangavaram,29.45
682503,2026-01-04,Supramax,Australia,Visakhapatnam,31.08
694695,2026-01-04,Supramax,Indonesia,Gangavaram,26.28
286263,2026-01-04,Handysize,Indonesia,Paradip,21.64
420375,2026-01-04,Handysize,USA,Sagar/Sandheads,40.48
834903,2026-01-04,Supramax,USA,Haldia,34.4
5847,2026-01-04,Capesize,Australia,Dhamra,21.36
11943,2026-01-04,Capesize,Australia,Gangavaram,16.19
627639,2026-01-04,Panamax,USA,Paradip,31.2
676407,2026-01-04,Supramax,Australia,Sagar/Sandheads,31.54
511815,2026-01-04,Panamax,Indonesia,Visakhapatnam,34.15
298455,2026-01-04,Handysize,Indonesia,Visakhapatnam,28.22
853191,2026-01-04,Supramax,USA,Visakhapatnam,38.21
621543,2026-01-04,Panamax,USA,Haldia,37.38
267975,2026-01-04,Handysize,Indonesia,Gangavaram,27.17
304551,2026-01-04,Handysize,Mozambique,Dhamra,28.36
243591,2026-01-04,Handysize,Australia,Paradip,20.34
463047,2026-01-04,Panamax,Australia,Sagar/Sandheads,32.24
554487,2026-01-04,Panamax,Mozambique,Visakhapatnam,41.96
652023,2026-01-04,Supramax,Australia,Gangavaram,27.14
383799,2026-01-04,Handysize,Russia,Visakhapatnam,26.53
158247,2026-01-04,Capesize,Russia,Paradip,21.46
822711,2026-01-04,Supramax,USA,Gangavaram,35.64
78999,2026-01-04,Capesize,Indonesia,Sagar/Sandheads,20.34
499623,2026-01-04,Panamax,Indonesia,Paradip,40.96
402087,2026-01-04,Handysize,USA,Gopalpur,25.71
359415,2026-01-04,Handysize,Russia,Gopalpur,24.96
542295,2026-01-04,Panamax,Mozambique,Paradip,28.46
438663,2026-01-04,Panamax,Australia,Gangavaram,37.06
572775,2026-01-04,Panamax,Russia,Gopalpur,38.08
767847,2026-01-04,Supramax,Mozambique,Visakhapatnam,34.21
219207,2026-01-04,Handysize,Australia,Dhamra,25.15
48519,2026-01-04,Capesize,Indonesia,Dhamra,13.29
725175,2026-01-04,Supramax,Indonesia,Visakhapatnam,38.43
487431,2026-01-04,Panamax,Indonesia,Gopalpur,20.64
109479,2026-01-04,Capesize,Mozambique,Haldia,16.61
615447,2026-01-04,Panamax,USA,Gopalpur,34.74
798327,2026-01-04,Supramax,Russia,Paradip,24.57
444759,2026-01-04,Panamax,Australia,Gopalpur,31.12
42423,2026-01-04,Capesize,Australia,Visakhapatnam,17.96
524007,2026-01-04,Panamax,Mozambique,Gangavaram,31.72
536199,2026-01-04,Panamax,Mozambique,Haldia,34.98
530103,2026-01-04,Panamax,Mozambique,Gopalpur,30.14
389895,2026-01-04,Handysize,USA,Dhamra,27.42
127767,2026-01-04,Capesize,Mozambique,Visakhapatnam,25.13
481335,2026-01-04,Panamax,Indonesia,Gangavaram,29.01
341127,2026-01-04,Handysize,Mozambique,Visakhapatnam,14.27
328935,2026-01-04,Handysize,Mozambique,Paradip,29.06
432568,2026-01-05,Panamax,Australia,Dhamra,31.45
786136,2026-01-05,Supramax,Russia,Gopalpur,32.41
719080,2026-01-05,Supramax,Indonesia,Sagar/Sandheads,22.75
11944,2026-01-05,Capesize,Australia,Gangavaram,16.38
487432,2026-01-05,Panamax,Indonesia,Gopalpur,22.31
603256,2026-01-05,Panamax,USA,Dhamra,39.25
524008,2026-01-05,Panamax,Mozambique,Gangavaram,31.3
834904,2026-01-05,Supramax,USA,Haldia,34.35
438664,2026-01-05,Panamax,Australia,Gangavaram,37.4
207016,2026-01-05,Capesize,USA,Sagar/Sandheads,25.63
841000,2026-01-05,Supramax,USA,Paradip,37.35
804424,2026-01-05,Supramax,Russia,Sagar/Sandheads,33.76
146056,2026-01-05,Capesize,Russia,Gopalpur,19.19
737368,2026-01-05,Supramax,Mozambique,Gangavaram,23.41
694696,2026-01-05,Supramax,Indonesia,Gangavaram,26.3
822712,2026-01-05,Supramax,USA,Gangavaram,35.83
91192,2026-01-05,Capesize,Mozambique,Dhamra,15.2
237496,2026-01-05,Handysize,Australia,Haldia,24.81
682504,2026-01-05,Supramax,Australia,Visakhapatnam,30.33
219208,2026-01-05,Handysize,Australia,Dhamra,25.57
109480,2026-01-05,Capesize,Mozambique,Haldia,17.45
335032,2026-01-05,Handysize,Mozambique,Sagar/Sandheads,28.83
828808,2026-01-05,Supramax,USA,Gopalpur,27.55
115576,2026-01-05,Capesize,Mozambique,Paradip,15.42
493528,2026-01-05,Panamax,Indonesia,Haldia,30.28
121672,2026-01-05,Capesize,Mozambique,Sagar/Sandheads,26.89
469144,2026-01-05,Panamax,Australia,Visakhapatnam,42.43
530104,2026-01-05,Panamax,Mozambique,Gopalpur,29.57
810520,2026-01-05,Supramax,Russia,Visakhapatnam,36.83
48520,2026-01-05,Capesize,Indonesia,Dhamra,12.94
152152,2026-01-05,Capesize,Russia,Haldia,23.75
377704,2026-01-05,Handysize,Russia,Sagar/Sandheads,37.6
255784,2026-01-05,Handysize,Australia,Visakhapatnam,32.79
304552,2026-01-05,Handysize,Mozambique,Dhamra,28.22
365512,2026-01-05,Handysize,Russia,Haldia,33.34
341128,2026-01-05,Handysize,Mozambique,Visakhapatnam,14.09
426472,2026-01-05,Handysize,USA,Visakhapatnam,26.08
408184,2026-01-05,Handysize,USA,Haldia,31.13
170440,2026-01-05,Capesize,Russia,Visakhapatnam,21.17
615448,2026-01-05,Panamax,USA,Gopalpur,37.24
712984,2026-01-05,Supramax,Indonesia,Paradip,23.29
456952,2026-01-05,Panamax,Australia,Paradip,24.46
310648,2026-01-05,Handysize,Mozambique,Gangavaram,21.56
54616,2026-01-05,Capesize,Indonesia,Gangavaram,14.89
347224,2026-01-05,Handysize,Russia,Dhamra,25.81
444760,2026-01-05,Panamax,Australia,Gopalpur,31.0
517912,2026-01-05,Panamax,Mozambique,Dhamra,28.76
463048,2026-01-05,Panamax,Australia,Sagar/Sandheads,30.33
24136,2026-01-05,Capesize,Australia,Haldia,22.15
743464,2026-01-05,Supramax,Mozambique,Gopalpur,24.16
188728,2026-01-05,Capesize,USA,Gopalpur,20.82
853192,2026-01-05,Supramax,USA,Visakhapatnam,38.04
767848,2026-01-05,Supramax,Mozambique,Visakhapatnam,33.9
591064,2026-01-05,Panamax,Russia,Sagar/Sandheads,40.49
847096,2026-01-05,Supramax,USA,Sagar/Sandheads,31.21
816616,2026-01-05,Supramax,USA,Dhamra,38.0
749560,2026-01-05,Supramax,Mozambique,Haldia,39.59
274072,2026-01-05,Handysize,Indonesia,Gopalpur,24.87
359416,2026-01-05,Handysize,Russia,Gopalpur,24.15
5848,2026-01-05,Capesize,Australia,Dhamra,21.77
578872,2026-01-05,Panamax,Russia,Haldia,35.89
780040,2026-01-05,Supramax,Russia,Gangavaram,38.52
536200,2026-01-05,Panamax,Mozambique,Haldia,36.27
560584,2026-01-05,Panamax,Russia,Dhamra,42.37
773944,2026-01-05,Supramax,Russia,Dhamra,22.65
402088,2026-01-05,Handysize,USA,Gopalpur,26.48
761752,2026-01-05,Supramax,Mozambique,Sagar/Sandheads,31.21
639832,2026-01-05,Panamax,USA,Visakhapatnam,26.37
792232,2026-01-05,Supramax,Russia,Haldia,38.53
158248,2026-01-05,Capesize,Russia,Paradip,20.77
475240,2026-01-05,Panamax,Indonesia,Dhamra,21.3
371608,2026-01-05,Handysize,Russia,Paradip,33.61
706888,2026-01-05,Supramax,Indonesia,Haldia,26.3
225304,2026-01-05,Handysize,Australia,Gangavaram,20.59
249688,2026-01-05,Handysize,Australia,Sagar/Sandheads,33.76
658120,2026-01-05,Supramax,Australia,Gopalpur,24.39
700792,2026-01-05,Supramax,Indonesia,Gopalpur,21.86
292360,2026-01-05,Handysize,Indonesia,Sagar/Sandheads,28.41
548392,2026-01-05,Panamax,Mozambique,Sagar/Sandheads,40.3
597160,2026-01-05,Panamax,Russia,Visakhapatnam,34.1
688600,2026-01-05,Supramax,Indonesia,Dhamra,15.19
261880,2026-01-05,Handysize,Indonesia,Dhamra,17.7
133864,2026-01-05,Capesize,Russia,Dhamra,26.89
194824,2026-01-05,Capesize,USA,Haldia,27.44
584968,2026-01-05,Panamax,Russia,Paradip,35.79
176536,2026-01-05,Capesize,USA,Dhamra,22.51
322840,2026-01-05,Handysize,Mozambique,Haldia,22.84
30232,2026-01-05,Capesize,Australia,Paradip,21.24
200920,2026-01-05,Capesize,USA,Paradip,18.94
609352,2026-01-05,Panamax,USA,Gangavaram,36.15
72904,2026-01-05,Capesize,Indonesia,Paradip,15.88
731272,2026-01-05,Supramax,Mozambique,Dhamra,31.37
164344,2026-01-05,Capesize,Russia,Sagar/Sandheads,24.21
395992,2026-01-05,Handysize,USA,Gangavaram,30.22
267976,2026-01-05,Handysize,Indonesia,Gangavaram,28.56
621544,2026-01-05,Panamax,USA,Haldia,39.73
182632,2026-01-05,Capesize,USA,Gangavaram,19.53
42424,2026-01-05,Capesize,Australia,Visakhapatnam,17.81
450856,2026-01-05,Panamax,Australia,Haldia,40.66
127768,2026-01-05,Capesize,Mozambique,Visakhapatnam,24.7
645928,2026-01-05,Supramax,Australia,Dhamra,33.07
499624,2026-01-05,Panamax,Indonesia,Paradip,42.42
652024,2026-01-05,Supramax,Australia,Gangavaram,25.74
139960,2026-01-05,Capesize,Russia,Gangavaram,19.61
633736,2026-01-05,Panamax,USA,Sagar/Sandheads,55.17
725176,2026-01-05,Supramax,Indonesia,Visakhapatnam,37.95
572776,2026-01-05,Panamax,Russia,Gopalpur,37.18
231400,2026-01-05,Handysize,Australia,Gopalpur,29.93
481336,2026-01-05,Panamax,Indonesia,Gangavaram,29.0
243592,2026-01-05,Handysize,Australia,Paradip,21.02
542296,2026-01-05,Panamax,Mozambique,Paradip,29.45
79000,2026-01-05,Capesize,Indonesia,Sagar/Sandheads,20.73
670312,2026-01-05,Supramax,Australia,Paradip,33.18
414280,2026-01-05,Handysize,USA,Paradip,31.05
383800,2026-01-05,Handysize,Russia,Visakhapatnam,25.71
554488,2026-01-05,Panamax,Mozambique,Visakhapatnam,42.41
755656,2026-01-05,Supramax,Mozambique,Paradip,21.18
328936,2026-01-05,Handysize,Mozambique,Paradip,28.82
389896,2026-01-05,Handysize,USA,Dhamra,29.54
798328,2026-01-05,Supramax,Russia,Paradip,24.86
298456,2026-01-05,Handysize,Indonesia,Visakhapatnam,29.1
97288,2026-01-05,Capesize,Mozambique,Gangavaram,18.34
664216,2026-01-05,Supramax,Australia,Haldia,34.16
85096,2026-01-05,Capesize,Indonesia,Visakhapatnam,20.97
353320,2026-01-05,Handysize,Russia,Gangavaram,28.52
36328,2026-01-05,Capesize,Australia,Sagar/Sandheads,17.67
566680,2026-01-05,Panamax,Russia,Gangavaram,33.87
316744,2026-01-05,Handysize,Mozambique,Gopalpur,22.58
60712,2026-01-05,Capesize,Indonesia,Gopalpur,15.58
66808,2026-01-05,Capesize,Indonesia,Haldia,24.75
18040,2026-01-05,Capesize,Australia,Gopalpur,15.06
676408,2026-01-05,Supramax,Australia,Sagar/Sandheads,29.27
505720,2026-01-05,Panamax,Indonesia,Sagar/Sandheads,34.99
286264,2026-01-05,Handysize,Indonesia,Paradip,22.08
213112,2026-01-05,Capesize,USA,Visakhapatnam,25.46
420376,2026-01-05,Handysize,USA,Sagar/Sandheads,41.3
103384,2026-01-05,Capesize,Mozambique,Gopalpur,23.51
511816,2026-01-05,Panamax,Indonesia,Visakhapatnam,33.76
280168,2026-01-05,Handysize,Indonesia,Haldia,25.52
627640,2026-01-05,Panamax,USA,Paradip,30.52
5849,2026-01-06,Capesize,Australia,Dhamra,21.16
316745,2026-01-06,Handysize,Mozambique,Gopalpur,23.51
359417,2026-01-06,Handysize,Russia,Gopalpur,23.83
79001,2026-01-06,Capesize,Indonesia,Sagar/Sandheads,20.69
414281,2026-01-06,Handysize,USA,Paradip,31.09
670313,2026-01-06,Supramax,Australia,Paradip,32.06
402089,2026-01-06,Handysize,USA,Gopalpur,27.5
383801,2026-01-06,Handysize,Russia,Visakhapatnam,24.87
792233,2026-01-06,Supramax,Russia,Haldia,37.67
841001,2026-01-06,Supramax,USA,Paradip,38.89
755657,2026-01-06,Supramax,Mozambique,Paradip,21.54
463049,2026-01-06,Panamax,Australia,Sagar/Sandheads,30.65
341129,2026-01-06,Handysize,Mozambique,Visakhapatnam,14.55
255785,2026-01-06,Handysize,Australia,Visakhapatnam,32.67
365513,2026-01-06,Handysize,Russia,Haldia,34.67
554489,2026-01-06,Panamax,Mozambique,Visakhapatnam,43.27
328937,2026-01-06,Handysize,Mozambique,Paradip,29.12
664217,2026-01-06,Supramax,Australia,Haldia,33.61
761753,2026-01-06,Supramax,Mozambique,Sagar/Sandheads,30.65
213113,2026-01-06,Capesize,USA,Visakhapatnam,24.62
481337,2026-01-06,Panamax,Indonesia,Gangavaram,28.15
737369,2026-01-06,Supramax,Mozambique,Gangavaram,23.55
371609,2026-01-06,Handysize,Russia,Paradip,34.39
450857,2026-01-06,Panamax,Australia,Haldia,39.54
60713,2026-01-06,Capesize,Indonesia,Gopalpur,16.03
127769,2026-01-06,Capesize,Mozambique,Visakhapatnam,24.86
719081,2026-01-06,Supramax,Indonesia,Sagar/Sandheads,21.46
645929,2026-01-06,Supramax,Australia,Dhamra,33.35
786137,2026-01-06,Supramax,Russia,Gopalpur,33.27
530105,2026-01-06,Panamax,Mozambique,Gopalpur,29.64
487433,2026-01-06,Panamax,Indonesia,Gopalpur,20.83
499625,2026-01-06,Panamax,Indonesia,Paradip,42.39
475241,2026-01-06,Panamax,Indonesia,Dhamra,22.89
18041,2026-01-06,Capesize,Australia,Gopalpur,15.08
109481,2026-01-06,Capesize,Mozambique,Haldia,17.76
219209,2026-01-06,Handysize,Australia,Dhamra,25.6
139961,2026-01-06,Capesize,Russia,Gangavaram,20.42
633737,2026-01-06,Panamax,USA,Sagar/Sandheads,55.79
91193,2026-01-06,Capesize,Mozambique,Dhamra,15.4
822713,2026-01-06,Supramax,USA,Gangavaram,34.81
804425,2026-01-06,Supramax,Russia,Sagar/Sandheads,33.11
572777,2026-01-06,Panamax,Russia,Gopalpur,37.21
566681,2026-01-06,Panamax,Russia,Gangavaram,33.85
121673,2026-01-06,Capesize,Mozambique,Sagar/Sandheads,26.08
615449,2026-01-06,Panamax,USA,Gopalpur,34.24
48521,2026-01-06,Capesize,Indonesia,Dhamra,12.99
243593,2026-01-06,Handysize,Australia,Paradip,19.94
767849,2026-01-06,Supramax,Mozambique,Visakhapatnam,34.29
42425,2026-01-06,Capesize,Australia,Visakhapatnam,17.98
798329,2026-01-06,Supramax,Russia,Paradip,25.82
444761,2026-01-06,Panamax,Australia,Gopalpur,31.13
188729,2026-01-06,Capesize,USA,Gopalpur,21.32
207017,2026-01-06,Capesize,USA,Sagar/Sandheads,25.78
584969,2026-01-06,Panamax,Russia,Paradip,35.55
24137,2026-01-06,Capesize,Australia,Haldia,21.42
743465,2026-01-06,Supramax,Mozambique,Gopalpur,24.06
194825,2026-01-06,Capesize,USA,Haldia,27.88
176537,2026-01-06,Capesize,USA,Dhamra,21.96
639833,2026-01-06,Panamax,USA,Visakhapatnam,25.59
322841,2026-01-06,Handysize,Mozambique,Haldia,21.43
103385,2026-01-06,Capesize,Mozambique,Gopalpur,23.35
560585,2026-01-06,Panamax,Russia,Dhamra,42.8
834905,2026-01-06,Supramax,USA,Haldia,34.83
30233,2026-01-06,Capesize,Australia,Paradip,20.8
200921,2026-01-06,Capesize,USA,Paradip,17.78
36329,2026-01-06,Capesize,Australia,Sagar/Sandheads,17.93
420377,2026-01-06,Handysize,USA,Sagar/Sandheads,40.87
72905,2026-01-06,Capesize,Indonesia,Paradip,15.73
11945,2026-01-06,Capesize,Australia,Gangavaram,16.16
780041,2026-01-06,Supramax,Russia,Gangavaram,38.88
164345,2026-01-06,Capesize,Russia,Sagar/Sandheads,23.85
731273,2026-01-06,Supramax,Mozambique,Dhamra,32.44
749561,2026-01-06,Supramax,Mozambique,Haldia,39.12
591065,2026-01-06,Panamax,Russia,Sagar/Sandheads,39.7
469145,2026-01-06,Panamax,Australia,Visakhapatnam,41.76
395993,2026-01-06,Handysize,USA,Gangavaram,29.85
152153,2026-01-06,Capesize,Russia,Haldia,24.5
133865,2026-01-06,Capesize,Russia,Dhamra,26.82
377705,2026-01-06,Handysize,Russia,Sagar/Sandheads,37.81
603257,2026-01-06,Panamax,USA,Dhamra,40.15
432569,2026-01-06,Panamax,Australia,Dhamra,31.93
54617,2026-01-06,Capesize,Indonesia,Gangavaram,14.78
347225,2026-01-06,Handysize,Russia,Dhamra,25.68
853193,2026-01-06,Supramax,USA,Visakhapatnam,38.23
505721,2026-01-06,Panamax,Indonesia,Sagar/Sandheads,33.41
810521,2026-01-06,Supramax,Russia,Visakhapatnam,37.41
267977,2026-01-06,Handysize,Indonesia,Gangavaram,28.23
493529,2026-01-06,Panamax,Indonesia,Haldia,30.93
517913,2026-01-06,Panamax,Mozambique,Dhamra,27.95
225305,2026-01-06,Handysize,Australia,Gangavaram,19.56
280169,2026-01-06,Handysize,Indonesia,Haldia,26.24
115577,2026-01-06,Capesize,Mozambique,Paradip,15.43
237497,2026-01-06,Handysize,Australia,Haldia,24.81
456953,2026-01-06,Panamax,Australia,Paradip,22.35
353321,2026-01-06,Handysize,Russia,Gangavaram,27.77
712985,2026-01-06,Supramax,Indonesia,Paradip,25.23
292361,2026-01-06,Handysize,Indonesia,Sagar/Sandheads,28.63
548393,2026-01-06,Panamax,Mozambique,Sagar/Sandheads,41.86
658121,2026-01-06,Supramax,Australia,Gopalpur,24.19
408185,2026-01-06,Handysize,USA,Haldia,31.83
597161,2026-01-06,Panamax,Russia,Visakhapatnam,34.6
170441,2026-01-06,Capesize,Russia,Visakhapatnam,21.53
627641,2026-01-06,Panamax,USA,Paradip,29.88
706889,2026-01-06,Supramax,Indonesia,Haldia,28.19
286265,2026-01-06,Handysize,Indonesia,Paradip,23.16
304553,2026-01-06,Handysize,Mozambique,Dhamra,27.3
335033,2026-01-06,Handysize,Mozambique,Sagar/Sandheads,29.52
261881,2026-01-06,Handysize,Indonesia,Dhamra,17.89
524009,2026-01-06,Panamax,Mozambique,Gangavaram,31.19
694697,2026-01-06,Supramax,Indonesia,Gangavaram,26.72
676409,2026-01-06,Supramax,Australia,Sagar/Sandheads,29.5
85097,2026-01-06,Capesize,Indonesia,Visakhapatnam,21.1
389897,2026-01-06,Handysize,USA,Dhamra,28.74
146057,2026-01-06,Capesize,Russia,Gopalpur,18.78
158249,2026-01-06,Capesize,Russia,Paradip,20.95
700793,2026-01-06,Supramax,Indonesia,Gopalpur,22.23
182633,2026-01-06,Capesize,USA,Gangavaram,19.63
578873,2026-01-06,Panamax,Russia,Haldia,34.2
542297,2026-01-06,Panamax,Mozambique,Paradip,28.39
66809,2026-01-06,Capesize,Indonesia,Haldia,25.32
816617,2026-01-06,Supramax,USA,Dhamra,39.35
773945,2026-01-06,Supramax,Russia,Dhamra,21.77
274073,2026-01-06,Handysize,Indonesia,Gopalpur,23.83
298457,2026-01-06,Handysize,Indonesia,Visakhapatnam,30.25
536201,2026-01-06,Panamax,Mozambique,Haldia,35.22
847097,2026-01-06,Supramax,USA,Sagar/Sandheads,31.11
688601,2026-01-06,Supramax,Indonesia,Dhamra,16.22
609353,2026-01-06,Panamax,USA,Gangavaram,36.02
97289,2026-01-06,Capesize,Mozambique,Gangavaram,18.19
652025,2026-01-06,Supramax,Australia,Gangavaram,26.03
725177,2026-01-06,Supramax,Indonesia,Visakhapatnam,38.54
438665,2026-01-06,Panamax,Australia,Gangavaram,37.71
621545,2026-01-06,Panamax,USA,Haldia,39.04
310649,2026-01-06,Handysize,Mozambique,Gangavaram,21.99
249689,2026-01-06,Handysize,Australia,Sagar/Sandheads,32.12
828809,2026-01-06,Supramax,USA,Gopalpur,27.08
682505,2026-01-06,Supramax,Australia,Visakhapatnam,31.15
426473,2026-01-06,Handysize,USA,Visakhapatnam,26.44
231401,2026-01-06,Handysize,Australia,Gopalpur,29.7
511817,2026-01-06,Panamax,Indonesia,Visakhapatnam,34.31
584970,2026-01-07,Panamax,Russia,Paradip,35.94
158250,2026-01-07,Capesize,Russia,Paradip,21.35
322842,2026-01-07,Handysize,Mozambique,Haldia,21.69
700794,2026-01-07,Supramax,Indonesia,Gopalpur,22.83
706890,2026-01-07,Supramax,Indonesia,Haldia,27.43
548394,2026-01-07,Panamax,Mozambique,Sagar/Sandheads,40.94
292362,2026-01-07,Handysize,Indonesia,Sagar/Sandheads,28.65
609354,2026-01-07,Panamax,USA,Gangavaram,35.98
182634,2026-01-07,Capesize,USA,Gangavaram,19.23
755658,2026-01-07,Supramax,Mozambique,Paradip,21.37
109482,2026-01-07,Capesize,Mozambique,Haldia,17.79
414282,2026-01-07,Handysize,USA,Paradip,32.2
670314,2026-01-07,Supramax,Australia,Paradip,31.66
231402,2026-01-07,Handysize,Australia,Gopalpur,29.92
633738,2026-01-07,Panamax,USA,Sagar/Sandheads,56.77
139962,2026-01-07,Capesize,Russia,Gangavaram,20.08
450858,2026-01-07,Panamax,Australia,Haldia,41.24
371610,2026-01-07,Handysize,Russia,Paradip,33.61
304554,2026-01-07,Handysize,Mozambique,Dhamra,27.47
487434,2026-01-07,Panamax,Indonesia,Gopalpur,21.56
36330,2026-01-07,Capesize,Australia,Sagar/Sandheads,16.43
170442,2026-01-07,Capesize,Russia,Visakhapatnam,21.03
816618,2026-01-07,Supramax,USA,Dhamra,38.77
773946,2026-01-07,Supramax,Russia,Dhamra,22.81
743466,2026-01-07,Supramax,Mozambique,Gopalpur,23.62
377706,2026-01-07,Handysize,Russia,Sagar/Sandheads,38.42
847098,2026-01-07,Supramax,USA,Sagar/Sandheads,31.52
810522,2026-01-07,Supramax,Russia,Visakhapatnam,38.31
469146,2026-01-07,Panamax,Australia,Visakhapatnam,41.42
408186,2026-01-07,Handysize,USA,Haldia,30.11
517914,2026-01-07,Panamax,Mozambique,Dhamra,27.67
444762,2026-01-07,Panamax,Australia,Gopalpur,31.6
347226,2026-01-07,Handysize,Russia,Dhamra,24.36
54618,2026-01-07,Capesize,Indonesia,Gangavaram,14.14
